audio,phonemes,ipa
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SX178.WAV,h# sh iy ih ng kcl k er ix jh dcl d hh axr tcl ch ih l dcl ax n tcl t ax-h m ey kcl dh axr ow n hv ae l ax w ix ng kcl k aa s tcl t ux m z h#, ʃ i ɪ ŋ k̚ k ɝ ɨ dʒ d̚ d h ɚ t̚ tʃ ɪ l d̚ ə n t̚ t ə̥ m eɪ k̚ ð ɚ oʊ n ɦ æ l ə w ɨ ŋ k̚ k ɑ s t̚ t ʉ m z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SX88.WAV,h# f l ay ix ng s tcl t ae m bcl b ay kcl k ae n bcl b iy pcl p r ae kcl t ix kcl k ax l ax f y ux w ah nx ax s ey v epi m ah nx ix h#, f l aɪ ɨ ŋ s t̚ t æ m b̚ b aɪ k̚ k æ n b̚ b i p̚ p ɹ æ k̚ t ɨ k̚ k ə l ə f j ʉ w ʌ ɾ̃ ə s eɪ v  m ʌ ɾ̃ ɨ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SI1438.WAV,h# dh iy z ao l w ih z kcl k ix n tcl t ey n m ix tcl t ae l ix kcl k ix ng kcl k l ow zh ix n z h#, ð i z ɔ l w ɪ z k̚ k ɨ n t̚ t eɪ n m ɨ t̚ t æ l ɨ k̚ k ɨ ŋ k̚ k l oʊ ʒ ɨ n z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SX268.WAV,h# dh ix dcl jh ao q aa pcl p axr ey tcl t s bcl b ay y ux z ix ng ae n tcl t ae gcl ix n ih s tcl t ih kcl m ah s el s h#, ð ɨ d̚ dʒ ɔ ʔ ɑ p̚ p ɚ eɪ t̚ t s b̚ b aɪ j ʉ z ɨ ŋ æ n t̚ t æ ɡ̚ ɨ n ɪ s t̚ t ɪ k̚ m ʌ s l̩ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SX448.WAV,h# s f ih r er kcl k el gcl g ih f s axr dcl d ih f ax kcl k ah l tcl t axr r ae pcl p h#, s f ɪ ɹ ɝ k̚ k l̩ ɡ̚ ɡ ɪ f s ɚ d̚ d ɪ f ə k̚ k ʌ l t̚ t ɚ ɹ æ p̚ p 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SI808.WAV,h# ax s ay tcl m ey aa l s uh bcl b iy ix tcl t r ae kcl t ix v dcl jh uh s th r ux dh ix bcl b y ux dx iy ix v ix tcl s tcl t r iy z en sh r ah bcl b s h#, ə s aɪ t̚ m eɪ ɑ l s ʊ b̚ b i ɨ t̚ t ɹ æ k̚ t ɨ v d̚ dʒ ʊ s θ ɹ ʉ ð ɨ b̚ b j ʉ ɾ i ɨ v ɨ t̚ s t̚ t ɹ i z n̩ ʃ ɹ ʌ b̚ b s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SX358.WAV,h# jh ao r dcl jh s eh l dcl d ax m w aa tcl ch ix z dcl d ey tcl t ay m ux v ix s h#, dʒ ɔ ɹ d̚ dʒ s ɛ l d̚ d ə m w ɑ t̚ tʃ ɨ z d̚ d eɪ t̚ t aɪ m ʉ v ɨ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/FCLT0/SI2068.WAV,h# w iy dcl d ow n ow dh ih s gcl g ay h#, w i d̚ d oʊ n oʊ ð ɪ s ɡ̚ ɡ aɪ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SX271.WAV,h# b iy kcl k eh er f ax n aa tcl t ax-h pcl p l aw q ow v axr dh ax f l aw er bcl b eh dcl d z h#, b i k̚ k ɛ ɝ f ə n ɑ t̚ t ə̥ p̚ p l aʊ ʔ oʊ v ɚ ð ə f l aʊ ɝ b̚ b ɛ d̚ d z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SX451.WAV,h# dh ax th ih kcl q eh l m f ao axr s epi w ax z epi n ih axr l iy q ow v axr w eh l m dcl b ay dcl d ah tcl ch q eh l m dcl d ix z iy z h#, ð ə θ ɪ k̚ ʔ ɛ l m f ɔ ɚ s  w ə z  n ɪ ɚ l i ʔ oʊ v ɚ w ɛ l m d̚ b aɪ d̚ d ʌ t̚ tʃ ʔ ɛ l m d̚ d ɨ z i z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SX181.WAV,h# r ix tcl ch l uh kcl t f axr s pcl p aa dx ix dcl hv ay iy n eh z q ix n dcl jh ae gcl w ay axr z q ao n dh ax s ax f aa r iy h#, ɹ ɨ t̚ tʃ l ʊ k̚ t f ɚ s p̚ p ɑ ɾ ɨ d̚ ɦ aɪ i n ɛ z ʔ ɨ n d̚ dʒ æ ɡ̚ w aɪ ɚ z ʔ ɔ n ð ə s ə f ɑ ɹ i 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SI1981.WAV,h# aa n aa nx aa kcl k ux pcl p ay dcl d r ow dcl w ey dh ax bcl b aa dx el sh ae dx er dcl ix n d ah s epi m ao l q ae m bcl b er f l ae sh h#, ɑ n ɑ ɾ̃ ɑ k̚ k ʉ p̚ p aɪ d̚ d ɹ oʊ d̚ w eɪ ð ə b̚ b ɑ ɾ l̩ ʃ æ ɾ ɝ d̚ ɨ n d ʌ s  m ɔ l ʔ æ m b̚ b ɝ f l æ ʃ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SI721.WAV,h# dh ih s tcl t uw l kcl k ix n ao s ax bcl b iy m ey dcl w ax dh ax l ey dh h#, ð ɪ s t̚ t u l k̚ k ɨ n ɔ s ə b̚ b i m eɪ d̚ w ə ð ə l eɪ ð 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SX361.WAV,h# dh ax s pcl p iy tcl ch s ix m pcl p ow z ih ax m ay tcl b iy gcl ih n m ah n dcl d ey h#, ð ə s p̚ p i t̚ tʃ s ɨ m p̚ p oʊ z ɪ ə m aɪ t̚ b i ɡ̚ ɪ n m ʌ n d̚ d eɪ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SI1351.WAV,h# r ih l ih dcl jh ih n f ao s er z gcl g r ux pcl p l ay f q ix n v eh r iy ix s epi w ey z h#, ɹ ɪ l ɪ d̚ dʒ ɪ n f ɔ s ɝ z ɡ̚ ɡ ɹ ʉ p̚ p l aɪ f ʔ ɨ n v ɛ ɹ i ɨ s  w eɪ z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MCXM0/SX91.WAV,h# dh ax m ih s pcl p r eh n tcl p r ax v ow tcl t ix n ix m iy dcl d iy ih tcl pau d ih s kcl k l ey m axr h#, ð ə m ɪ s p̚ p ɹ ɛ n t̚ p ɹ ə v oʊ t̚ t ɨ n ɨ m i d̚ d i ɪ t̚  d ɪ s k̚ k l eɪ m ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SI957.WAV,h# b ax dx iy w ix z v eh r iy m ah sh l ay kcl k ix z ax s ow sh ih tcl s epi ih nx ix z hv ey tcl t r ix dcl q ax v kcl k ae m pcl r uw tcl t iy n h#, b ə ɾ i w ɨ z v ɛ ɹ i m ʌ ʃ l aɪ k̚ k ɨ z ə s oʊ ʃ ɪ t̚ s  ɪ ɾ̃ ɨ z ɦ eɪ t̚ t ɹ ɨ d̚ ʔ ə v k̚ k æ m p̚ ɹ u t̚ t i n 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SI2217.WAV,h# hh iy dcl n aa dx ow n l iy tcl t ow l dcl m iy s ow pau hh iy pcl p r uw v dcl d ih tcl h#, h i d̚ n ɑ ɾ oʊ n l i t̚ t oʊ l d̚ m i s oʊ  h i p̚ p ɹ u v d̚ d ɪ t̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SX237.WAV,h# dh ix kcl k ao iy er w ah z ax dcl d ax w ao r f h#, ð ɨ k̚ k ɔ i ɝ w ʌ z ə d̚ d ə w ɔ ɹ f 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SX147.WAV,h# k r eh kcl t q eh kcl k s ix kcl k y ux sh en ax v m ay ix n s tcl t r ah kcl sh en z ix z kcl k r ux sh el h#, k ɹ ɛ k̚ t ʔ ɛ k̚ k s ɨ k̚ k j ʉ ʃ n̩ ə v m aɪ ɨ n s t̚ t ɹ ʌ k̚ ʃ n̩ z ɨ z k̚ k ɹ ʉ ʃ l̩ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SI486.WAV,h# ih w ix z tcl t ay m n ix gcl g ow ah pcl m ay s eh l f h#, ɪ w ɨ z t̚ t aɪ m n ɨ ɡ̚ ɡ oʊ ʌ p̚ m aɪ s ɛ l f 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SX417.WAV,h# v ae l ih l aa dcl jh y ih l iy s eh l ax bcl b r ey tcl s dh ax f er s kcl k ae f bcl b ao r n h#, v æ l ɪ l ɑ d̚ dʒ j ɪ l i s ɛ l ə b̚ b ɹ eɪ t̚ s ð ə f ɝ s k̚ k æ f b̚ b ɔ ɹ n 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SX57.WAV,h# dh ax pcl p r aw l axr w ao r ix s kcl k iy m ae s f ao r dcl d ix z gcl g ay z h#, ð ə p̚ p ɹ aʊ l ɚ w ɔ ɹ ɨ s k̚ k i m æ s f ɔ ɹ d̚ d ɨ z ɡ̚ ɡ aɪ z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBCG0/SX327.WAV,h# q ae r iy s iy v dcl d ix dcl jh oy n tcl t ix pcl p oy n m ax n tcl pau ih n dh ix bcl b ay ax l ax dcl jh iy q eh n dh iy q ih n dcl jh ix n ih r ix n dcl d ix pcl p aa r q m en tcl t s h#, ʔ æ ɹ i s i v d̚ d ɨ d̚ dʒ ɔɪ n t̚ t ɨ p̚ p ɔɪ n m ə n t̚  ɪ n ð ɨ b̚ b aɪ ə l ə d̚ dʒ i ʔ ɛ n ð i ʔ ɪ n d̚ dʒ ɨ n ɪ ɹ ɨ n d̚ d ɨ p̚ p ɑ ɹ ʔ m n̩ t̚ t s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SI1983.WAV,h# b r ey kcl sh r iy kcl b ax hv ay n dcl d ix s h#, b ɹ eɪ k̚ ʃ ɹ i k̚ b ə ɦ aɪ n d̚ d ɨ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SX3.WAV,h# dh ix s w ix z iy z iy f ao r ah s h#, ð ɨ s w ɨ z i z i f ɔ ɹ ʌ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SX273.WAV,h# dh ae ng gcl g r iy bcl b oy ae n s er dcl b ix tcl d ih n l uh kcl k ah pcl h#, ð æ ŋ ɡ̚ ɡ ɹ i b̚ b ɔɪ æ n s ɝ d̚ b ɨ t̚ d ɪ n l ʊ k̚ k ʌ p̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SI1353.WAV,h# dh iy z epi n iy dcl jh ux zh l iy k ix n s axr n dh axr r ih dcl d ah kcl sh epi en ix v gcl g ih l en s ax m r ix l iy f ax v tcl t eh n sh ix n h#, ð i z  n i d̚ dʒ ʉ ʒ l i k ɨ n s ɚ n ð ɚ ɹ ɪ d̚ d ʌ k̚ ʃ  n̩ ɨ v ɡ̚ ɡ ɪ l n̩ s ə m ɹ ɨ l i f ə v t̚ t ɛ n ʃ ɨ n 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SX93.WAV,h# k ah dx ix s epi m ao l kcl k ao nx axr ao f iy tcl ch eh dcl jh h#, k ʌ ɾ ɨ s  m ɔ l k̚ k ɔ ɾ̃ ɚ ɔ f i t̚ tʃ ɛ d̚ dʒ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SI723.WAV,h# dh ax tcl t ow l ah dh iy z th r iy v aa y ix m z ix z dh f aa nx ax kcl k em bcl b ah sh tcl ch ix n tcl ch ey m bcl b ax v aa ix m h#, ð ə t̚ t oʊ l ʌ ð i z θ ɹ i v ɑ j ɨ m z ɨ z ð f ɑ ɾ̃ ə k̚ k m̩ b̚ b ʌ ʃ t̚ tʃ ɨ n t̚ tʃ eɪ m b̚ b ə v ɑ ɨ m 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SX363.WAV,h# dh ax kcl k aw w ah nx axr f em dh ax f aa r m l ae nx ix bcl b ix kcl k ey m l ao s tcl t h#, ð ə k̚ k aʊ w ʌ ɾ̃ ɚ f m̩ ð ə f ɑ ɹ m l æ ɾ̃ ɨ b̚ b ɨ k̚ k eɪ m l ɔ s t̚ t 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MBSB0/SX183.WAV,h# w ay eh l s epi w uh dcl d ae nx iy ix l aw ah dh ax z tcl t ix gcl g ow h#, w aɪ ɛ l s  w ʊ d̚ d æ ɾ̃ i ɨ l aʊ ʌ ð ə z t̚ t ɨ ɡ̚ ɡ oʊ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SX340.WAV,h# d ah kcl k s hh ae v w eh bcl b f iy tcl t pau ix n kcl k ah l axr f el f eh dh axr z h#, d ʌ k̚ k s h æ v w ɛ b̚ b f i t̚ t  ɨ n k̚ k ʌ l ɚ f l̩ f ɛ ð ɚ z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SX70.WAV,h# d ih dcl jh ux iy q y eh tcl h#, d ɪ d̚ dʒ ʉ i ʔ j ɛ t̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SX430.WAV,h# dh ow z hh uw er n aa tcl p y er ix s pau y ux z kcl k ae n dcl v eh jh v el z w ix n m ey kcl k iy ng s tcl t ux h#, ð oʊ z h u ɝ n ɑ t̚ p j ɝ ɨ s  j ʉ z k̚ k æ n d̚ v ɛ dʒ v l̩ z w ɨ n m eɪ k̚ k i ŋ s t̚ t ʉ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SI1870.WAV,h# ax-h bcl b ey n eh tcl hh ah ng pau ix n ey bcl b eh l tcl t s kcl k ae bcl er dcl h#, ə̥ b̚ b eɪ n ɛ t̚ h ʌ ŋ  ɨ n eɪ b̚ b ɛ l t̚ t s k̚ k æ b̚ ɝ d̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SI610.WAV,h# b ah tcl dh iy ix tcl t ae kcl k w ix z epi m ey dcl f axr m ax nx eh v ae n s kcl k aa pcl p iy h#, b ʌ t̚ ð i ɨ t̚ t æ k̚ k w ɨ z  m eɪ d̚ f ɚ m ə ɾ̃ ɛ v æ n s k̚ k ɑ p̚ p i 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SX160.WAV,h# q eh z kcl k ow ao th axr z pau w iy pcl p r ix z eh nx axr dx aa r n ux bcl b uh kcl k pau t ux dh ah hh ao dx iy q ao dx iy ix n s h#, ʔ ɛ z k̚ k oʊ ɔ θ ɚ z  w i p̚ p ɹ ɨ z ɛ ɾ̃ ɚ ɾ ɑ ɹ n ʉ b̚ b ʊ k̚ k  t ʉ ð ʌ h ɔ ɾ i ʔ ɔ ɾ i ɨ n s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SX250.WAV,h# dh ax-h bcl b ao s tcl t en bcl b ae l ey q ow v axr kcl k ey m dh axr f ah n dcl d iy ng sh ao r dx ix dcl jh h#, ð ə̥ b̚ b ɔ s t̚ t n̩ b̚ b æ l eɪ ʔ oʊ v ɚ k̚ k eɪ m ð ɚ f ʌ n d̚ d i ŋ ʃ ɔ ɹ ɾ ɨ d̚ dʒ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MEJS0/SI1240.WAV,h# hh iy ih z f ao r s tcl t ax-h pcl p l ey f axr l ix dx el m ah n iy pau ix n m ah s tcl ao f en tcl t ey kcl k ix n ah dh axr dcl jh aa bcl t ax l ih v h#, h i ɪ z f ɔ ɹ s t̚ t ə̥ p̚ p l eɪ f ɚ l ɨ ɾ l̩ m ʌ n i  ɨ n m ʌ s t̚ ɔ f n̩ t̚ t eɪ k̚ k ɨ n ʌ ð ɚ d̚ dʒ ɑ b̚ t ə l ɪ v 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SI758.WAV,h# w ix n m ow l dcl d hh eh z m ao r dh ix n w ah n dcl d ax z ay n kcl k ae v ix dx iy m ey kcl k ix n dcl d ix v ih zh uw el pcl p ey pcl p ax-h pcl p ae dx axr n s h#, w ɨ n m oʊ l d̚ d h ɛ z m ɔ ɹ ð ɨ n w ʌ n d̚ d ə z aɪ n k̚ k æ v ɨ ɾ i m eɪ k̚ k ɨ n d̚ d ɨ v ɪ ʒ u l̩ p̚ p eɪ p̚ p ə̥ p̚ p æ ɾ ɚ n s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SI1388.WAV,h# s ah sh l eh dcl jh ax s l ey sh en w ax z kcl k l eh axr f ay dcl en ix kcl k s tcl t eh n d ix dcl f em tcl t ay m tcl t ax tcl t ay m dh eh r ae f tcl t axr h#, s ʌ ʃ l ɛ d̚ dʒ ə s l eɪ ʃ n̩ w ə z k̚ k l ɛ ɚ f aɪ d̚ n̩ ɨ k̚ k s t̚ t ɛ n d ɨ d̚ f m̩ t̚ t aɪ m t̚ t ə t̚ t aɪ m ð ɛ ɹ æ f t̚ t ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SX308.WAV,h# sh ih pcl b ih l dcl iy ng ix z ax m ow s f ae s n ey dx iy ng pcl p r aa s eh s h#, ʃ ɪ p̚ b ɪ l d̚ i ŋ ɨ z ə m oʊ s f æ s n eɪ ɾ i ŋ p̚ p ɹ ɑ s ɛ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SX38.WAV,h# y ah ng pcl p iy pcl p el pcl p tcl t ix s pcl p ey tcl ix n ae th l eh dx ix kcl k ae kcl t ix v ix dx iy s h#, j ʌ ŋ p̚ p i p̚ p l̩ p̚ p t̚ t ɨ s p̚ p eɪ t̚ ɨ n æ θ l ɛ ɾ ɨ k̚ k æ k̚ t ɨ v ɨ ɾ i s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SX398.WAV,h# ch ih l uh n kcl k en kcl k en s ux m eh n iy f r uw tcl k ae n d iy z ix n w ah n tcl t s ih dx iy ng h#, tʃ ɪ l ʊ n k̚ k n̩ k̚ k n̩ s ʉ m ɛ n i f ɹ u t̚ k æ n d i z ɨ n w ʌ n t̚ t s ɪ ɾ i ŋ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SX128.WAV,h# l aa tcl t s ax f ao r en m uw v iy z hh eh v s ah bcl t ay dx el s h#, l ɑ t̚ t s ə f ɔ ɹ n̩ m u v i z h ɛ v s ʌ b̚ t aɪ ɾ l̩ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SX218.WAV,h# t r ay dx axr r axr kcl k ao l dh iy ix v eh n s en kcl k r aa nx ax l aa dcl jh kcl k el ao r dx axr h#, t ɹ aɪ ɾ ɚ ɹ ɚ k̚ k ɔ l ð i ɨ v ɛ n s n̩ k̚ k ɹ ɑ ɾ̃ ə l ɑ d̚ dʒ k̚ k l̩ ɔ ɹ ɾ ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMEA0/SI2018.WAV,h# dh ey w axr sh ae dx axr dcl d h#, ð eɪ w ɚ ʃ æ ɾ ɚ d̚ d 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SI1061.WAV,h# b ah q w ah dx ih f s ah m bcl b ah dx iy dcl d ix s ay dcl s tcl t ix bcl b r ey kcl k ix tcl h#, b ʌ ʔ w ʌ ɾ ɪ f s ʌ m b̚ b ʌ ɾ i d̚ d ɨ s aɪ d̚ s t̚ t ɨ b̚ b ɹ eɪ k̚ k ɨ t̚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SI1691.WAV,h# n ow pau dh ey kcl k ix dcl d kcl k ih l ih m dcl jh uh s tcl t ih z iy z iy r ay tcl n aw h#, n oʊ  ð eɪ k̚ k ɨ d̚ d k̚ k ɪ l ɪ m d̚ dʒ ʊ s t̚ t ɪ z i z i ɹ aɪ t̚ n aʊ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SX431.WAV,h# dh ax f ih f epi th dcl jh aa r kcl k ix n tcl t ey n z bcl b ih gcl jh ux s iy pcl p iy tcl ch ix z h#, ð ə f ɪ f  θ d̚ dʒ ɑ ɹ k̚ k ɨ n t̚ t eɪ n z b̚ b ɪ ɡ̚ dʒ ʉ s i p̚ p i t̚ tʃ ɨ z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SX71.WAV,h# p ao r kcl k y ix pcl p ay n z r ix z eh m bcl b el s iy er tcl ch ix n tcl s h#, p ɔ ɹ k̚ k j ɨ p̚ p aɪ n z ɹ ɨ z ɛ m b̚ b l̩ s i ɝ t̚ tʃ ɨ n t̚ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SI2321.WAV,h# sh iy dcl d ih dcl en dcl d ow n ey dx eh n iy th ih ng ix v y ao axr z dcl d ih dcl sh ix h#, ʃ i d̚ d ɪ d̚ n̩ d̚ d oʊ n eɪ ɾ ɛ n i θ ɪ ŋ ɨ v j ɔ ɚ z d̚ d ɪ d̚ ʃ ɨ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SX251.WAV,h# w iy ix pcl p l ay q ao dx ih tcl t ao r iy m aa dx ax l ix ng tcl t ux kcl k em pcl p y ux dx axr s pcl p iy tcl ch epi r eh kcl k ix gcl n ih sh en h#, w i ɨ p̚ p l aɪ ʔ ɔ ɾ ɪ t̚ t ɔ ɹ i m ɑ ɾ ə l ɨ ŋ t̚ t ʉ k̚ k m̩ p̚ p j ʉ ɾ ɚ s p̚ p i t̚ tʃ  ɹ ɛ k̚ k ɨ ɡ̚ n ɪ ʃ n̩ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SX341.WAV,h# dh ah hv ay s ix kcl k y er dx iy pcl p r ih z ax n w ax s axr aw n ih dcl b ay bcl b aa r bcl d w aa axr h#, ð ʌ ɦ aɪ s ɨ k̚ k j ɝ ɾ i p̚ p ɹ ɪ z ə n w ə s ɚ aʊ n ɪ d̚ b aɪ b̚ b ɑ ɹ b̚ d w ɑ ɚ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MMPM0/SX161.WAV,h# q ae z ax pcl p r ix kcl k ao epi sh ix n pau dh iy aw q l ao z bcl b ao tcl g ah n pcl p aw dx axr f ix dh eh r s tcl t r ao ng hv ow l dcl d h#, ʔ æ z ə p̚ p ɹ ɨ k̚ k ɔ  ʃ ɨ n  ð i aʊ ʔ l ɔ z b̚ b ɔ t̚ ɡ ʌ n p̚ p aʊ ɾ ɚ f ɨ ð ɛ ɹ s t̚ t ɹ ɔ ŋ ɦ oʊ l d̚ d 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MRDM0/SX335.WAV,h# g ah s ao pcl p ay n tcl t r iy z ih n r eh dcl w uh dcl d z pau ax nx ix z w ao kcl th r ux s ix kcl k oy ix n ae sh epi n el f ao r ax s tcl t h#, ɡ ʌ s ɔ p̚ p aɪ n t̚ t ɹ i z ɪ n ɹ ɛ d̚ w ʊ d̚ d z  ə ɾ̃ ɨ z w ɔ k̚ θ ɹ ʉ s ɨ k̚ k ɔɪ ɨ n æ ʃ  n l̩ f ɔ ɹ ə s t̚ t 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MRDM0/SX65.WAV,h# ch ae l ax n dcl jh iy tcl ch dcl jh eh nx axr el z ax n tcl t eh l ax dcl jh en tcl s h#, tʃ æ l ə n d̚ dʒ i t̚ tʃ d̚ dʒ ɛ ɾ̃ ɚ l̩ z ə n t̚ t ɛ l ə d̚ dʒ n̩ t̚ s 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MRDM0/SI1595.WAV,h# q ah kcl k r uw dcl d l ae dx axr r ae n dcl d aw n d ow w uh dx en f l ao r h#, ʔ ʌ k̚ k ɹ u d̚ d l æ ɾ ɚ ɹ æ n d̚ d aʊ n d oʊ w ʊ ɾ n̩ f l ɔ ɹ 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MRDM0/SX425.WAV,h# m uw v iy z epi n eh v axr hv ae v ax n ah f epi v ih l ax n dcl z h#, m u v i z  n ɛ v ɚ ɦ æ v ə n ʌ f  v ɪ l ə n d̚ z 
/home/isaac/Projects/Thesis/data/timit/data/TRAIN/DR8/MRDM0/SX155.WAV,h# dh ax w aa dx axr kcl k ix n tcl t ey n dcl t ux m ix tcl ch kcl k l ao r ix n pau ax n tcl s tcl t ah ng hv ix z ay z h#, ð ə w ɑ ɾ ɚ k̚ k ɨ n t̚ t eɪ n d̚ t ʉ m ɨ t̚ tʃ k̚ k l ɔ ɹ ɨ n  ə n t̚ s t̚ t ʌ ŋ ɦ ɨ z aɪ z 
